2345APD_0	0
1395APD_0	6982.0
1596APD_0	9952.0
2235APD_0	14269.0
1534APD_0	14941.0
546APD_0	16511.0
577APD_0	19014.0
998APD_0	32313.0
209APD_0	34132.0
1635APD_0	43535.0
2109APD_0	45637.0
996APD_0	47657.0
1481APD_0	49144.0
2113APD_0	55767.0
1332APD_0	64494.0
225APD_0	68363.0
1894APD_0	77439.0
521APD_0	80995.0
1076APD_0	83301.0
301APD_0	86477.0
50APD_0	88528.0
2396APD_0	90554.9323053167
1980APD_0	92187.9323053167
958APD_0	93267.9323053167
2050APD_0	95081.9323053167
1113APD_0	99611.16150611905
960APD_0	101534.16150611905
831APD_0	103166.0
1877APD_0	106398.0
1337APD_0	107251.0
59APD_0	114474.9323053167
542APD_0	120932.9323053167
1631APD_0	124902.9323053167
176APD_0	126130.0
567APD_0	128337.9323053167
776APD_0	130202.9323053167
86APD_0	131491.16150611907
1529APD_0	138169.0
1057APD_0	138854.0
1472APD_0	141026.0
1714APD_0	142777.9323053167
1400APD_0	145988.0
2058APD_0	149580.16150611907
943APD_0	151240.0
511APD_0	151970.9323053167
1698APD_0	157366.0
1903APD_0	158556.9323053167
2387APD_0	164056.9323053167
1317APD_0	165654.9323053167
1857APD_0	183019.0
931APD_0	185975.0
1375APD_0	186830.0
156APD_0	187849.0
19APD_0	190568.9323053167
1252APD_0	193655.9323053167
772APD_0	194388.0
896APD_0	195101.9323053167
2013APD_0	196813.0
2322APD_0	199619.0
439APD_0	202543.9323053167
948APD_0	203489.0
1151APD_0	205933.9323053167
1904APD_0	212325.16150611907
945APD_0	214369.9323053167
2085APD_0	215023.9323053167
1779APD_0	218431.0167818591
1363APD_0	219604.0
1380APD_0	220389.0
1921APD_0	222788.16150611907
1465APD_0	224878.0
876APD_0	226088.0
793APD_0	227266.0
1991APD_0	229453.9323053167
2003APD_0	232875.9323053167
1397APD_0	233538.0
885APD_0	235105.0
205APD_0	235920.0
1017APD_0	239570.0
277APD_0	241603.0167818591
444APD_0	243329.0
374APD_0	244151.0167818591
1866APD_0	246176.0
1514APD_0	246999.0167818591
2197APD_0	251052.0
2088APD_0	252362.16150611907
580APD_0	254846.0
506APD_0	264011.0
2458APD_0	267844.0
480APD_0	268721.0
1246APD_0	271731.0
1334APD_0	272710.0
466APD_0	274608.0
855APD_0	278930.9323053167
547APD_0	279883.0
318APD_0	280245.0
682APD_0	282088.2346662088
601APD_0	282728.0
1939APD_0	286081.0
789APD_0	287110.0
1930APD_0	288485.02958898427
1543APD_0	289322.16150611907
88APD_0	291709.0
1955APD_0	295408.0
2380APD_0	297161.0
1390APD_0	298599.0
638APD_0	300652.0
216APD_0	302252.9323053167
1701APD_0	307529.9323053167
684APD_0	309029.8899950047
2125APD_0	310899.9323053167
764APD_0	311342.9323053167
898APD_0	312158.0
1966APD_0	313387.9323053167
1621APD_0	313981.0
157APD_0	314613.0
2122APD_0	322106.0
1942APD_0	324504.16150611907
1586APD_0	325187.9323053167
1494APD_0	326706.9323053167
832APD_0	327686.0
1590APD_0	328986.0
1248APD_0	330380.0
1889APD_0	331059.0
1622APD_0	331540.16150611907
241APD_0	332401.0
235APD_0	340630.0
184APD_0	343575.0
2296APD_0	344552.0
593APD_0	347359.0
2021APD_0	347952.0
986APD_0	352602.0
850APD_0	355611.0
1986APD_0	357012.0
35APD_0	358780.0
1672APD_0	363706.0
1445APD_0	365326.0
1454APD_0	367103.0
921APD_0	367424.0
2032APD_0	372182.0
1981APD_0	374655.0
735APD_0	376433.0
740APD_0	379498.0
1850APD_0	380887.0
1967APD_0	382780.0
1675APD_0	384590.473152517
1169APD_0	385234.0
1268APD_0	385986.0
208APD_0	387502.0
2149APD_0	389692.0
276APD_0	392176.0
98APD_0	399605.0
874APD_0	400819.0
1137APD_0	401970.0
2071APD_0	402724.0
1077APD_0	403656.0
80APD_0	404188.0
2011APD_0	404954.0
379APD_0	405566.0
1024APD_0	406019.0
588APD_0	407292.0
939APD_0	410839.0
1433APD_0	413623.0
1647APD_0	414037.0
1467APD_0	416897.0
1192APD_0	418252.0
335APD_0	419175.0
2256APD_0	420358.0
1038APD_0	421940.23829773226
429APD_0	423034.23829773226
68APD_0	426336.23829773226
2390APD_0	426790.23829773226
1010APD_0	429184.0
680APD_0	432401.0
1185APD_0	436204.0
1199APD_0	436836.0
1574APD_0	438671.23829773226
989APD_0	439790.0
106APD_0	443893.0
2423APD_0	451664.0
2434APD_0	452712.0
2461APD_0	454268.0
1281APD_0	456958.0
202APD_0	461086.0
90APD_0	462372.473152517
